DateTime,Consommation,Temperature,Humidity,WindSpeed,PositionDansAnnee,JourFerie,VacancesZoneA,VacancesZoneB,VacancesZoneC,Jour,Heure
2015-01-01 00:00:00,432976.0,5.057413793103466,81.52631578947368,3.096551724137931,0.0001427022090301,1,1,1,1,3,0
2015-01-01 03:00:00,395162.0,4.609137931034503,82.45614035087719,3.1051724137931034,0.0004851875107026,1,1,1,1,3,3
2015-01-01 06:00:00,386741.0,4.729827586206912,81.9298245614035,3.2,0.0008276728123751,1,1,1,1,3,6
2015-01-01 09:00:00,393209.0,6.052241379310363,79.78947368421052,3.1017241379310345,0.0011701581140476,1,1,1,1,3,9
2015-01-01 12:00:00,398893.0,9.34706896551725,69.64912280701755,3.691379310344828,0.00151264341572,1,1,1,1,3,12
2015-01-01 15:00:00,374657.0,10.167017543859664,67.94642857142857,3.742105263157895,0.0018551287173925,1,1,1,1,3,15
2015-01-01 18:00:00,427392.0,7.80385964912282,77.625,3.963157894736842,0.002197614019065,1,1,1,1,3,18
2015-01-01 21:00:00,418604.0,6.958245614035107,80.92857142857143,3.826315789473684,0.0025400993207374,1,1,1,1,3,21
2015-01-02 00:00:00,403632.0,6.740172413793121,82.35087719298245,3.794827586206897,0.0028825846224099,0,1,1,1,4,0
2015-01-02 03:00:00,373748.0,7.17637931034484,82.9298245614035,4.236206896551724,0.0032250699240824,0,1,1,1,4,3
2015-01-02 06:00:00,402173.0,7.705689655172431,82.9298245614035,4.344827586206897,0.0035675552257548,0,1,1,1,4,6
2015-01-02 09:00:00,432825.0,9.214310344827595,79.91228070175438,3.9344827586206894,0.0039100405274273,0,1,1,1,4,9
2015-01-02 12:00:00,436559.0,11.705689655172426,71.37931034482759,3.886206896551724,0.0042525258290998,0,1,1,1,4,12
2015-01-02 15:00:00,406865.0,12.22293103448277,68.17241379310344,3.953448275862069,0.0045950111307723,0,1,1,1,4,15
2015-01-02 18:00:00,442896.0,10.850500000000013,74.48333333333333,3.89,0.0049374964324447,0,1,1,1,4,18
2015-01-02 21:00:00,413393.0,9.885500000000016,77.26666666666667,3.69,0.0052799817341172,0,1,1,1,4,21
2015-01-03 00:00:00,394753.0,9.302166666666684,80.88333333333334,3.4266666666666667,0.0056224670357897,0,1,1,1,5,0
2015-01-03 03:00:00,355375.0,9.322542372881369,83.86440677966101,3.4322033898305087,0.0059649523374621,0,1,1,1,5,3
2015-01-03 06:00:00,367252.0,9.637796610169504,84.8135593220339,3.652542372881356,0.0063074376391346,0,1,1,1,5,6
2015-01-03 09:00:00,398946.0,11.195500000000012,83.61666666666666,4.631666666666666,0.0066499229408071,0,1,1,1,5,9
2015-01-03 12:00:00,407568.0,13.910500000000008,77.75,5.208333333333333,0.0069924082424795,0,1,1,1,5,12
2015-01-03 15:00:00,377494.0,14.869482758620697,76.13793103448276,6.005172413793104,0.007334893544152,0,1,1,1,5,15
2015-01-03 18:00:00,401508.0,13.813833333333342,79.05,6.031666666666666,0.0076773788458245,0,1,1,1,5,18
2015-01-03 21:00:00,373626.0,13.068833333333345,80.43333333333334,4.601666666666668,0.008019864147497,0,1,1,1,5,21
2015-01-04 00:00:00,356690.0,12.370500000000003,82.78333333333333,4.1866666666666665,0.0083623494491694,0,1,1,1,6,0
2015-01-04 03:00:00,313398.0,11.860500000000007,83.53333333333333,4.0633333333333335,0.0087048347508419,0,1,1,1,6,3
2015-01-04 06:00:00,316593.0,11.171694915254248,83.35593220338983,3.4271186440677965,0.0090473200525144,0,1,1,1,6,6
2015-01-04 09:00:00,347881.0,12.03216666666668,81.11666666666666,3.393333333333333,0.0093898053541868,0,1,1,1,6,9
2015-01-04 12:00:00,368432.0,13.697166666666678,75.45762711864407,4.011666666666667,0.0097322906558593,0,1,1,1,6,12
2015-01-04 15:00:00,343130.0,13.392166666666675,74.63333333333334,3.903333333333333,0.0100747759575318,0,1,1,1,6,15
2015-01-04 18:00:00,397062.0,11.33050000000001,80.98333333333333,3.556666666666666,0.0104172612592043,0,1,1,1,6,18
2015-01-04 21:00:00,382990.0,10.227166666666688,82.3,3.203333333333333,0.0107597465608767,0,1,1,1,6,21
2015-01-05 00:00:00,373386.0,9.138833333333348,86.10169491525424,2.985,0.0111022318625492,0,0,0,0,0,0
2015-01-05 03:00:00,349467.0,8.215762711864421,86.32203389830508,2.694915254237288,0.0114447171642217,0,0,0,0,0,3
2015-01-05 06:00:00,424643.0,8.165500000000012,85.61016949152543,3.0016666666666665,0.0117872024658941,0,0,0,0,0,6
2015-01-05 09:00:00,462684.0,9.03383333333335,83.71186440677967,3.18,0.0121296877675666,0,0,0,0,0,9
2015-01-05 12:00:00,458229.0,11.59216666666668,74.8,3.123333333333333,0.0124721730692391,0,0,0,0,0,12
2015-01-05 15:00:00,437554.0,11.82550000000001,74.62711864406779,3.4766666666666666,0.0128146583709115,0,0,0,0,0,15
2015-01-05 18:00:00,479038.0,9.245500000000014,81.7457627118644,3.5083333333333333,0.013157143672584,0,0,0,0,0,18
2015-01-05 21:00:00,436198.0,8.130500000000016,83.67796610169492,3.171666666666667,0.0134996289742565,0,0,0,0,0,21
2015-01-06 00:00:00,415393.0,7.215762711864424,84.65517241379311,3.4516666666666667,0.013842114275929,0,0,0,0,1,0
2015-01-06 03:00:00,387516.0,7.260500000000013,85.32203389830508,3.4233333333333333,0.0141845995776014,0,0,0,0,1,3
2015-01-06 06:00:00,458805.0,6.963220338983066,84.13559322033899,3.296610169491525,0.0145270848792739,0,0,0,0,1,6
2015-01-06 09:00:00,490556.0,8.732711864406797,83.87931034482759,3.447457627118644,0.0148695701809464,0,0,0,0,1,9
2015-01-06 12:00:00,481206.0,10.795500000000017,78.08333333333333,4.02,0.0152120554826188,0,0,0,0,1,12
2015-01-06 15:00:00,458194.0,11.443833333333345,76.15,4.04,0.0155545407842913,0,0,0,0,1,15
2015-01-06 18:00:00,489728.0,9.940500000000014,81.53333333333333,3.235,0.0158970260859638,0,0,0,0,1,18
2015-01-06 21:00:00,439279.0,9.11216666666668,85.44067796610169,2.918333333333333,0.0162395113876362,0,0,0,0,1,21
2015-01-07 00:00:00,414279.0,8.390500000000015,86.66666666666667,3.03,0.0165819966893087,0,0,0,0,2,0
2015-01-07 03:00:00,384586.0,7.870000000000018,85.8135593220339,2.979661016949153,0.0169244819909812,0,0,0,0,2,3
2015-01-07 06:00:00,455442.0,7.851355932203409,85.44067796610169,3.183050847457628,0.0172669672926537,0,0,0,0,2,6
2015-01-07 09:00:00,484452.0,8.922542372881376,83.54237288135593,3.3879310344827585,0.0176094525943261,0,0,0,0,2,9
2015-01-07 12:00:00,471287.0,11.598813559322044,76.23728813559322,3.529310344827586,0.0179519378959986,0,0,0,0,2,12
2015-01-07 15:00:00,445688.0,12.210677966101708,74.23728813559322,3.958620689655172,0.0182944231976711,0,0,0,0,2,15
2015-01-07 18:00:00,478844.0,10.232711864406795,82.38983050847457,4.136206896551724,0.0186369084993435,0,0,0,0,2,18
2015-01-07 21:00:00,433463.0,9.793728813559332,84.03389830508475,4.325862068965518,0.018979393801016,0,0,0,0,2,21
2015-01-08 00:00:00,407247.0,9.71745762711866,85.1864406779661,4.408620689655172,0.0193218791026885,0,0,0,0,3,0
2015-01-08 03:00:00,373595.0,9.997068965517256,85.36206896551724,4.519298245614036,0.0196643644043609,0,0,0,0,3,3
2015-01-08 06:00:00,439594.0,10.216034482758635,85.46551724137932,4.810526315789473,0.0200068497060334,0,0,0,0,3,6
2015-01-08 09:00:00,464703.0,11.09542372881357,82.37288135593221,5.253448275862069,0.0203493350077059,0,0,0,0,3,9
2015-01-08 12:00:00,453137.0,13.453050847457636,74.59322033898304,5.293103448275862,0.0206918203093784,0,0,0,0,3,12
2015-01-08 15:00:00,428337.0,13.8377966101695,71.32203389830508,5.246551724137931,0.0210343056110508,0,0,0,0,3,15
2015-01-08 18:00:00,459349.0,12.355500000000015,77.53333333333333,4.166101694915255,0.0213767909127233,0,0,0,0,3,18
2015-01-08 21:00:00,414066.0,11.777166666666682,79.6,4.276271186440678,0.0217192762143958,0,0,0,0,3,21
2015-01-09 00:00:00,388163.0,11.138833333333348,82.51666666666667,4.954237288135594,0.0220617615160682,0,0,0,0,4,0
2015-01-09 03:00:00,357096.0,11.13216666666668,83.36666666666666,5.0423728813559325,0.0224042468177407,0,0,0,0,4,3
2015-01-09 06:00:00,421600.0,11.68216666666668,83.53333333333333,5.668333333333333,0.0227467321194132,0,0,0,0,4,6
2015-01-09 09:00:00,446264.0,12.427627118644082,82.20338983050847,5.594827586206897,0.0230892174210856,0,0,0,0,4,9
2015-01-09 12:00:00,434478.0,14.982166666666672,75.96666666666667,6.152542372881356,0.0234317027227581,0,0,0,0,4,12
2015-01-09 15:00:00,405981.0,15.373833333333335,76.69491525423729,6.589830508474576,0.0237741880244306,0,0,0,0,4,15
2015-01-09 18:00:00,426592.0,14.640500000000005,80.72881355932203,6.596610169491525,0.024116673326103,0,0,0,0,4,18
2015-01-09 21:00:00,384057.0,14.470500000000005,81.41666666666667,6.810169491525424,0.0244591586277755,0,0,0,0,4,21
2015-01-10 00:00:00,352675.0,14.058833333333338,83.16666666666667,6.742372881355933,0.024801643929448,0,0,0,0,5,0
2015-01-10 03:00:00,308033.0,14.08716666666667,83.1,6.45593220338983,0.0251441292311205,0,0,0,0,5,3
2015-01-10 06:00:00,325880.0,14.058833333333338,82.41666666666667,6.125423728813559,0.0254866145327929,0,0,0,0,5,6
2015-01-10 09:00:00,359185.0,14.377166666666673,81.55,6.442372881355933,0.0258290998344654,0,0,0,0,5,9
2015-01-10 12:00:00,363879.0,16.02716666666667,75.8,6.57457627118644,0.0261715851361379,0,0,0,0,5,12
2015-01-10 15:00:00,337605.0,15.642166666666672,75.41666666666667,6.113559322033898,0.0265140704378103,0,0,0,0,5,15
2015-01-10 18:00:00,372199.0,13.937166666666672,78.1,5.767796610169492,0.0268565557394828,0,0,0,0,5,18
2015-01-10 21:00:00,352763.0,12.850500000000013,79.11666666666666,4.879661016949152,0.0271990410411553,0,0,0,0,5,21
2015-01-11 00:00:00,341337.0,12.175500000000012,80.68333333333334,4.81864406779661,0.0275415263428277,0,0,0,0,6,0
2015-01-11 03:00:00,300339.0,11.592166666666682,81.01666666666667,4.993220338983051,0.0278840116445002,0,0,0,0,6,3
2015-01-11 06:00:00,311026.0,11.22716666666668,80.94915254237289,5.454237288135594,0.0282264969461727,0,0,0,0,6,6
2015-01-11 09:00:00,349842.0,11.422166666666682,78.68333333333334,5.405084745762712,0.0285689822478452,0,0,0,0,6,9
2015-01-11 12:00:00,360178.0,13.135500000000013,66.55,6.145762711864407,0.0289114675495176,0,0,0,0,6,12
2015-01-11 15:00:00,329787.0,12.92050000000001,64.35,5.828813559322033,0.0292539528511901,0,0,0,0,6,15
2015-01-11 18:00:00,388824.0,11.244406779661032,72.27118644067797,4.868965517241379,0.0295964381528626,0,0,0,0,6,18
2015-01-11 21:00:00,378503.0,9.943833333333354,76.38333333333334,5.072881355932204,0.029938923454535,0,0,0,0,6,21
2015-01-12 00:00:00,366968.0,9.214067796610188,76.61016949152543,5.036206896551724,0.0302814087562075,0,0,0,0,0,0
2015-01-12 03:00:00,342133.0,9.305500000000016,77.41666666666667,4.777966101694915,0.03062389405788,0,0,0,0,0,3
2015-01-12 06:00:00,420306.0,9.263833333333348,77.56666666666666,5.194915254237288,0.0309663793595524,0,0,0,0,0,6
2015-01-12 09:00:00,451440.0,10.482166666666677,74.58333333333333,4.91864406779661,0.0313088646612249,0,0,0,0,0,9
2015-01-12 12:00:00,436534.0,13.498813559322045,64.23728813559322,5.51551724137931,0.0316513499628974,0,0,0,0,0,12
2015-01-12 15:00:00,410465.0,14.176779661016957,63.32203389830509,5.591379310344828,0.0319938352645699,0,0,0,0,0,15
2015-01-12 18:00:00,449738.0,11.97883333333335,73.55932203389831,5.220338983050848,0.0323363205662423,0,0,0,0,0,18
2015-01-12 21:00:00,407072.0,10.955500000000011,75.57627118644068,5.457627118644068,0.0326788058679148,0,0,0,0,0,21
